Year; Month; DayMonth; DayWeek; Hour; Minute; Second; Effekt
2017;9;15;5;8;12;24;883
2017;9;15;5;8;12;26;883
2017;9;15;5;8;12;28;886
2017;9;15;5;8;12;32;885
2017;9;15;5;8;12;34;888
2017;9;15;5;8;12;36;885
2017;9;15;5;8;12;38;883
2017;9;15;5;8;12;42;885
2017;9;15;5;8;12;44;885
2017;9;15;5;8;12;46;888
2017;9;15;5;8;12;48;886
2017;9;15;5;8;12;52;887
2017;9;15;5;8;12;54;886
2017;9;15;5;8;12;56;884
2017;9;15;5;8;12;58;887
2017;9;15;5;8;13;2;882
2017;9;15;5;8;13;4;888
2017;9;15;5;8;13;6;885
2017;9;15;5;8;13;8;883
2017;9;15;5;8;13;12;883
2017;9;15;5;8;13;14;883
2017;9;15;5;8;13;16;886
2017;9;15;5;8;13;18;883
2017;9;15;5;8;13;22;885
2017;9;15;5;8;13;24;885
2017;9;15;5;8;13;26;883
2017;9;15;5;8;13;28;885
2017;9;15;5;8;13;32;884
2017;9;15;5;8;13;34;885
2017;9;15;5;8;13;36;881
2017;9;15;5;8;13;38;893
2017;9;15;5;8;13;42;883
2017;9;15;5;8;13;44;883
2017;9;15;5;8;13;46;887
2017;9;15;5;8;13;48;883
2017;9;15;5;8;13;52;886
2017;9;15;5;8;13;54;883
2017;9;15;5;8;13;56;884
2017;9;15;5;8;13;58;885
2017;9;15;5;8;14;2;892
2017;9;15;5;8;14;4;893
2017;9;15;5;8;14;6;891
2017;9;15;5;8;14;8;889
2017;9;15;5;8;14;12;886
2017;9;15;5;8;14;14;891
2017;9;15;5;8;14;16;894
2017;9;15;5;8;14;18;891
2017;9;15;5;8;14;22;894
2017;9;15;5;8;14;24;889
2017;9;15;5;8;14;26;891
2017;9;15;5;8;14;28;891
2017;9;15;5;8;14;32;889
2017;9;15;5;8;14;34;892
2017;9;15;5;8;14;36;890
2017;9;15;5;8;14;38;890
2017;9;15;5;8;14;42;889
2017;9;15;5;8;14;44;891
2017;9;15;5;8;14;46;890
2017;9;15;5;8;14;48;902
2017;9;15;5;8;14;52;894
2017;9;15;5;8;14;54;892
2017;9;15;5;8;14;56;892
2017;9;15;5;8;14;58;893
2017;9;15;5;8;15;2;886
2017;9;15;5;8;15;4;889
2017;9;15;5;8;15;6;888
2017;9;15;5;8;15;8;889
2017;9;15;5;8;15;12;885
2017;9;15;5;8;15;14;884
2017;9;15;5;8;15;16;887
2017;9;15;5;8;15;18;880
2017;9;15;5;8;15;22;887
2017;9;15;5;8;15;24;882
2017;9;15;5;8;15;26;882
2017;9;15;5;8;15;28;1082
2017;9;15;5;8;15;32;1108
2017;9;15;5;8;15;34;1118
2017;9;15;5;8;15;36;1131
2017;9;15;5;8;15;38;1138
2017;9;15;5;8;15;42;1145
2017;9;15;5;8;15;44;1136
2017;9;15;5;8;15;46;1136
2017;9;15;5;8;15;48;1127
2017;9;15;5;8;15;52;1125
2017;9;15;5;8;15;54;1119
2017;9;15;5;8;15;56;1118
2017;9;15;5;8;15;58;1126
2017;9;15;5;8;16;2;1130
2017;9;15;5;8;16;4;1122
2017;9;15;5;8;16;6;1119
2017;9;15;5;8;16;8;1120
2017;9;15;5;8;16;12;1128
2017;9;15;5;8;16;14;1120
2017;9;15;5;8;16;16;1124
2017;9;15;5;8;16;18;1121
2017;9;15;5;8;16;22;1126
2017;9;15;5;8;16;24;1122
2017;9;15;5;8;16;26;1123
2017;9;15;5;8;16;28;1122
2017;9;15;5;8;16;32;1117
2017;9;15;5;8;16;34;1103
2017;9;15;5;8;16;36;1107
2017;9;15;5;8;16;38;1089
2017;9;15;5;8;16;42;1080
2017;9;15;5;8;16;44;1080
2017;9;15;5;8;16;46;1075
2017;9;15;5;8;16;48;1070
2017;9;15;5;8;16;52;1063
2017;9;15;5;8;16;54;1062
2017;9;15;5;8;16;56;1051
2017;9;15;5;8;16;58;1053
2017;9;15;5;8;17;2;1039
2017;9;15;5;8;17;4;1032
2017;9;15;5;8;17;6;1030
2017;9;15;5;8;17;8;1026
2017;9;15;5;8;17;12;1011
2017;9;15;5;8;17;14;1012
2017;9;15;5;8;17;16;1006
2017;9;15;5;8;17;18;1002
2017;9;15;5;8;17;22;995
2017;9;15;5;8;17;24;983
2017;9;15;5;8;17;26;985
2017;9;15;5;8;17;28;978
2017;9;15;5;8;17;32;977
2017;9;15;5;8;17;34;977
2017;9;15;5;8;17;36;974
2017;9;15;5;8;17;38;972
2017;9;15;5;8;17;42;999
2017;9;15;5;8;17;44;990
2017;9;15;5;8;17;46;978
2017;9;15;5;8;17;48;974
2017;9;15;5;8;17;52;976
2017;9;15;5;8;17;54;974
2017;9;15;5;8;17;56;974
2017;9;15;5;8;17;58;976
2017;9;15;5;8;18;2;977
2017;9;15;5;8;18;4;976
2017;9;15;5;8;18;6;975
2017;9;15;5;8;18;8;974
2017;9;15;5;8;18;12;972
2017;9;15;5;8;18;14;972
2017;9;15;5;8;18;16;975
2017;9;15;5;8;18;18;976
2017;9;15;5;8;18;22;978
2017;9;15;5;8;18;24;975
2017;9;15;5;8;18;26;981
2017;9;15;5;8;18;28;985
2017;9;15;5;8;18;32;1015
2017;9;15;5;8;18;34;1038
2017;9;15;5;8;18;36;1055
2017;9;15;5;8;18;38;1088
2017;9;15;5;8;18;42;1128
2017;9;15;5;8;18;44;1134
2017;9;15;5;8;18;46;1132
2017;9;15;5;8;18;48;1130
2017;9;15;5;8;18;52;1139
2017;9;15;5;8;18;54;1132
2017;9;15;5;8;18;56;1132
2017;9;15;5;8;18;58;1136
2017;9;15;5;8;19;2;1134
2017;9;15;5;8;19;4;1135
2017;9;15;5;8;19;6;1133
2017;9;15;5;8;19;8;1134
2017;9;15;5;8;19;12;1134
2017;9;15;5;8;19;14;1132
2017;9;15;5;8;19;16;1136
2017;9;15;5;8;19;18;1134
2017;9;15;5;8;19;22;1135
2017;9;15;5;8;19;24;1130
2017;9;15;5;8;19;26;1141
2017;9;15;5;8;19;28;1125
2017;9;15;5;8;19;32;1111
2017;9;15;5;8;19;34;1114
2017;9;15;5;8;19;36;1100
2017;9;15;5;8;19;38;1104
2017;9;15;5;8;19;42;1091
2017;9;15;5;8;19;44;1081
2017;9;15;5;8;19;46;1081
2017;9;15;5;8;19;48;1074
2017;9;15;5;8;19;52;1069
2017;9;15;5;8;19;54;1060
2017;9;15;5;8;19;56;1056
2017;9;15;5;8;19;58;1049
2017;9;15;5;8;20;2;1042
2017;9;15;5;8;20;4;1043
2017;9;15;5;8;20;6;1038
2017;9;15;5;8;20;8;1031
2017;9;15;5;8;20;12;1018
2017;9;15;5;8;20;14;1013
2017;9;15;5;8;20;16;1012
2017;9;15;5;8;20;18;1002
2017;9;15;5;8;20;22;991
2017;9;15;5;8;20;24;988
2017;9;15;5;8;20;26;979
2017;9;15;5;8;20;28;984
2017;9;15;5;8;20;32;974
2017;9;15;5;8;20;34;976
2017;9;15;5;8;20;36;988
2017;9;15;5;8;20;38;978
2017;9;15;5;8;20;42;966
2017;9;15;5;8;20;44;958
2017;9;15;5;8;20;46;958
2017;9;15;5;8;20;48;948
2017;9;15;5;8;20;52;943
2017;9;15;5;8;20;54;939
2017;9;15;5;8;20;56;934
2017;9;15;5;8;20;58;931
2017;9;15;5;8;21;2;920
2017;9;15;5;8;21;4;923
2017;9;15;5;8;21;6;907
2017;9;15;5;8;21;8;907
2017;9;15;5;8;21;12;912
2017;9;15;5;8;21;14;909
2017;9;15;5;8;21;16;911
2017;9;15;5;8;21;18;909
2017;9;15;5;8;21;22;911
2017;9;15;5;8;21;24;908
2017;9;15;5;8;21;26;908
2017;9;15;5;8;21;28;926
2017;9;15;5;8;21;32;962
2017;9;15;5;8;21;34;983
2017;9;15;5;8;21;36;1007
2017;9;15;5;8;21;38;1023
2017;9;15;5;8;21;42;1061
2017;9;15;5;8;21;44;1059
2017;9;15;5;8;21;46;1067
2017;9;15;5;8;21;48;1062
2017;9;15;5;8;21;52;1065
2017;9;15;5;8;21;54;1063
2017;9;15;5;8;21;56;1063
2017;9;15;5;8;21;58;1068
2017;9;15;5;8;22;2;1066
2017;9;15;5;8;22;4;1067
2017;9;15;5;8;22;6;1064
2017;9;15;5;8;22;8;1062
2017;9;15;5;8;22;12;1062
2017;9;15;5;8;22;14;1064
2017;9;15;5;8;22;16;1064
2017;9;15;5;8;22;18;1060
2017;9;15;5;8;22;22;1067
2017;9;15;5;8;22;24;1065
2017;9;15;5;8;22;26;1064
2017;9;15;5;8;22;28;1066
2017;9;15;5;8;22;32;1055
2017;9;15;5;8;22;34;1045
2017;9;15;5;8;22;36;1043
2017;9;15;5;8;22;38;1034
2017;9;15;5;8;22;42;1024
2017;9;15;5;8;22;44;1023
2017;9;15;5;8;22;46;1020
2017;9;15;5;8;22;48;1013
2017;9;15;5;8;22;52;1003
2017;9;15;5;8;22;54;998
2017;9;15;5;8;22;56;995
2017;9;15;5;8;22;58;995
2017;9;15;5;8;23;2;983
2017;9;15;5;8;23;4;976
2017;9;15;5;8;23;6;972
2017;9;15;5;8;23;8;970
2017;9;15;5;8;23;12;972
2017;9;15;5;8;23;14;985
2017;9;15;5;8;23;16;949
2017;9;15;5;8;23;18;944
2017;9;15;5;8;23;22;937
2017;9;15;5;8;23;24;935
2017;9;15;5;8;23;26;924
2017;9;15;5;8;23;28;919
2017;9;15;5;8;23;32;913
2017;9;15;5;8;23;34;910
2017;9;15;5;8;23;36;907
2017;9;15;5;8;23;38;907
2017;9;15;5;8;23;42;907
2017;9;15;5;8;23;44;920
2017;9;15;5;8;23;46;909
2017;9;15;5;8;23;48;907
2017;9;15;5;8;23;52;910
2017;9;15;5;8;23;54;907
2017;9;15;5;8;23;56;907
2017;9;15;5;8;23;58;908
2017;9;15;5;8;24;2;907
2017;9;15;5;8;24;4;906
2017;9;15;5;8;24;6;909
2017;9;15;5;8;24;8;907
2017;9;15;5;8;24;12;909
2017;9;15;5;8;24;14;908
2017;9;15;5;8;24;16;909
2017;9;15;5;8;24;18;915
2017;9;15;5;8;24;22;911
2017;9;15;5;8;24;24;907
2017;9;15;5;8;24;26;914
2017;9;15;5;8;24;28;940
2017;9;15;5;8;24;32;978
2017;9;15;5;8;24;34;1006
2017;9;15;5;8;24;36;1019
2017;9;15;5;8;24;38;1044
2017;9;15;5;8;24;42;1059
2017;9;15;5;8;24;44;1060
2017;9;15;5;8;24;46;1063
2017;9;15;5;8;24;48;1061
2017;9;15;5;8;24;52;1066
2017;9;15;5;8;24;54;1061
2017;9;15;5;8;24;56;1063
2017;9;15;5;8;24;58;1065
2017;9;15;5;8;25;2;1065
2017;9;15;5;8;25;4;1065
2017;9;15;5;8;25;6;1061
2017;9;15;5;8;25;8;1063
2017;9;15;5;8;25;12;1060
2017;9;15;5;8;25;14;1071
2017;9;15;5;8;25;16;1064
2017;9;15;5;8;25;18;1062
2017;9;15;5;8;25;22;1064
2017;9;15;5;8;25;24;1062
2017;9;15;5;8;25;26;1062
2017;9;15;5;8;25;28;1055
2017;9;15;5;8;25;32;1041
2017;9;15;5;8;25;34;1044
2017;9;15;5;8;25;36;1032
2017;9;15;5;8;25;38;1032
2017;9;15;5;8;25;42;1021
2017;9;15;5;8;25;44;1015
2017;9;15;5;8;25;46;1012
2017;9;15;5;8;25;48;1007
2017;9;15;5;8;25;52;1001
2017;9;15;5;8;25;54;992
2017;9;15;5;8;25;56;991
2017;9;15;5;8;25;58;985
2017;9;15;5;8;26;2;975
2017;9;15;5;8;26;4;976
2017;9;15;5;8;26;6;970
2017;9;15;5;8;26;8;962
2017;9;15;5;8;26;12;952
2017;9;15;5;8;26;14;945
2017;9;15;5;8;26;16;944
2017;9;15;5;8;26;18;939
2017;9;15;5;8;26;22;931
2017;9;15;5;8;26;24;936
2017;9;15;5;8;26;26;924
2017;9;15;5;8;26;28;917
2017;9;15;5;8;26;32;905
2017;9;15;5;8;26;34;906
2017;9;15;5;8;26;36;904
2017;9;15;5;8;26;38;902
2017;9;15;5;8;26;42;3884
2017;9;15;5;8;26;44;3887
2017;9;15;5;8;26;46;3890
2017;9;15;5;8;26;48;3888
2017;9;15;5;8;26;52;3893
2017;9;15;5;8;26;54;3884
2017;9;15;5;8;26;56;3894
2017;9;15;5;8;26;58;3881
2017;9;15;5;8;27;2;3880
2017;9;15;5;8;27;4;3877
2017;9;15;5;8;27;6;3878
2017;9;15;5;8;27;8;3875
2017;9;15;5;8;27;12;3877
2017;9;15;5;8;27;14;3878
2017;9;15;5;8;27;16;3879
2017;9;15;5;8;27;18;3873
2017;9;15;5;8;27;22;3890
2017;9;15;5;8;27;24;3878
2017;9;15;5;8;27;26;3895
2017;9;15;5;8;27;28;3890
2017;9;15;5;8;27;32;3940
2017;9;15;5;8;27;34;3978
2017;9;15;5;8;27;36;3979
2017;9;15;5;8;27;38;4005
2017;9;15;5;8;27;42;4054
2017;9;15;5;8;27;44;4037
2017;9;15;5;8;27;46;4043
2017;9;15;5;8;27;48;4041
2017;9;15;5;8;27;52;4045
2017;9;15;5;8;27;54;4041
2017;9;15;5;8;27;56;4039
2017;9;15;5;8;27;58;4040
2017;9;15;5;8;28;2;4040
2017;9;15;5;8;28;4;4041
2017;9;15;5;8;28;6;4040
2017;9;15;5;8;28;8;4044
2017;9;15;5;8;28;12;4036
2017;9;15;5;8;28;14;4036
2017;9;15;5;8;28;16;4037
2017;9;15;5;8;28;18;4039
2017;9;15;5;8;28;22;4053
2017;9;15;5;8;28;24;4031
2017;9;15;5;8;28;26;4025
2017;9;15;5;8;28;28;4025
2017;9;15;5;8;28;32;4019
2017;9;15;5;8;28;34;4015
2017;9;15;5;8;28;36;4006
2017;9;15;5;8;28;38;4005
2017;9;15;5;8;28;42;4003
2017;9;15;5;8;28;44;3981
2017;9;15;5;8;28;46;3979
2017;9;15;5;8;28;48;3971
2017;9;15;5;8;28;52;3970
2017;9;15;5;8;28;54;3963
2017;9;15;5;8;28;56;3954
2017;9;15;5;8;28;58;3953
2017;9;15;5;8;29;2;3954
2017;9;15;5;8;29;4;3955
2017;9;15;5;8;29;6;3944
2017;9;15;5;8;29;8;3937
2017;9;15;5;8;29;12;3926
2017;9;15;5;8;29;14;3916
2017;9;15;5;8;29;16;3919
2017;9;15;5;8;29;18;3921
2017;9;15;5;8;29;22;2299
2017;9;15;5;8;29;24;929
2017;9;15;5;8;29;26;922
2017;9;15;5;8;29;28;924
2017;9;15;5;8;29;32;913
2017;9;15;5;8;29;34;920
2017;9;15;5;8;29;36;912
2017;9;15;5;8;29;38;916
2017;9;15;5;8;29;42;929
2017;9;15;5;8;29;44;938
2017;9;15;5;8;29;46;918
2017;9;15;5;8;29;48;909
2017;9;15;5;8;29;52;914
2017;9;15;5;8;29;54;916
2017;9;15;5;8;29;56;914
2017;9;15;5;8;29;58;916
2017;9;15;5;8;30;2;910
2017;9;15;5;8;30;4;908
2017;9;15;5;8;30;6;907
2017;9;15;5;8;30;8;908
2017;9;15;5;8;30;12;908
2017;9;15;5;8;30;14;909
2017;9;15;5;8;30;16;910
2017;9;15;5;8;30;18;906
2017;9;15;5;8;30;22;908
2017;9;15;5;8;30;24;904
2017;9;15;5;8;30;26;910
2017;9;15;5;8;30;28;942
2017;9;15;5;8;30;32;977
2017;9;15;5;8;30;34;1004
2017;9;15;5;8;30;36;1020
2017;9;15;5;8;30;38;1040
2017;9;15;5;8;30;42;1062
2017;9;15;5;8;30;44;1063
2017;9;15;5;8;30;46;1064
2017;9;15;5;8;30;48;1063
2017;9;15;5;8;30;52;1067
2017;9;15;5;8;30;54;1066
2017;9;15;5;8;30;56;1065
2017;9;15;5;8;30;58;1065
2017;9;15;5;8;31;2;1065
2017;9;15;5;8;31;4;1071
2017;9;15;5;8;31;6;1065
2017;9;15;5;8;31;8;1066
2017;9;15;5;8;31;12;1066
2017;9;15;5;8;31;14;1065
2017;9;15;5;8;31;16;1071
2017;9;15;5;8;31;18;1097
2017;9;15;5;8;31;22;1101
2017;9;15;5;8;31;24;1098
2017;9;15;5;8;31;26;1095
2017;9;15;5;8;31;28;1098
2017;9;15;5;8;31;32;1082
2017;9;15;5;8;31;34;1077
2017;9;15;5;8;31;36;1073
2017;9;15;5;8;31;38;1068
2017;9;15;5;8;31;42;1056
2017;9;15;5;8;31;44;1059
2017;9;15;5;8;31;46;1050
2017;9;15;5;8;31;48;1047
2017;9;15;5;8;31;52;1039
2017;9;15;5;8;31;54;1026
2017;9;15;5;8;31;56;1026
2017;9;15;5;8;31;58;1019
2017;9;15;5;8;32;2;1007
2017;9;15;5;8;32;4;1008
2017;9;15;5;8;32;6;1002
2017;9;15;5;8;32;8;994
2017;9;15;5;8;32;12;995
2017;9;15;5;8;32;14;983
2017;9;15;5;8;32;16;980
2017;9;15;5;8;32;18;974
2017;9;15;5;8;32;22;968
2017;9;15;5;8;32;24;956
2017;9;15;5;8;32;26;954
2017;9;15;5;8;32;28;949
2017;9;15;5;8;32;32;937
2017;9;15;5;8;32;34;940
2017;9;15;5;8;32;36;939
2017;9;15;5;8;32;38;937
2017;9;15;5;8;32;42;935
2017;9;15;5;8;32;44;935
2017;9;15;5;8;32;46;938
2017;9;15;5;8;32;48;938
2017;9;15;5;8;32;52;940
2017;9;15;5;8;32;54;937
2017;9;15;5;8;32;56;936
2017;9;15;5;8;32;58;938
2017;9;15;5;8;33;2;940
2017;9;15;5;8;33;4;941
2017;9;15;5;8;33;6;938
2017;9;15;5;8;33;8;937
2017;9;15;5;8;33;12;935
2017;9;15;5;8;33;14;938
2017;9;15;5;8;33;16;938
2017;9;15;5;8;33;18;933
2017;9;15;5;8;33;22;941
2017;9;15;5;8;33;24;937
2017;9;15;5;8;33;26;891
2017;9;15;5;8;33;28;890
2017;9;15;5;8;33;32;886
2017;9;15;5;8;33;34;890
2017;9;15;5;8;33;36;887
2017;9;15;5;8;33;38;887
2017;9;15;5;8;33;42;885
2017;9;15;5;8;33;44;887
2017;9;15;5;8;33;46;888
2017;9;15;5;8;33;48;885
2017;9;15;5;8;33;52;886
2017;9;15;5;8;33;54;882
2017;9;15;5;8;33;56;883
2017;9;15;5;8;33;58;888
2017;9;15;5;8;34;2;886
2017;9;15;5;8;34;4;888
2017;9;15;5;8;34;6;886
2017;9;15;5;8;34;8;886
2017;9;15;5;8;34;12;898
2017;9;15;5;8;34;14;887
2017;9;15;5;8;34;16;888
2017;9;15;5;8;34;18;886
2017;9;15;5;8;34;22;887
2017;9;15;5;8;34;24;885
2017;9;15;5;8;34;26;882
2017;9;15;5;8;34;28;881
2017;9;15;5;8;34;32;3324
2017;9;15;5;8;34;34;3859
2017;9;15;5;8;34;36;3858
2017;9;15;5;8;34;38;3858
2017;9;15;5;8;34;42;3858
2017;9;15;5;8;34;44;3858
2017;9;15;5;8;34;46;3860
2017;9;15;5;8;34;48;3854
2017;9;15;5;8;34;52;3854
2017;9;15;5;8;34;54;3851
2017;9;15;5;8;34;56;3847
2017;9;15;5;8;34;58;3847
2017;9;15;5;8;35;2;3848
2017;9;15;5;8;35;4;3847
2017;9;15;5;8;35;6;3847
2017;9;15;5;8;35;8;3846
2017;9;15;5;8;35;12;3848
2017;9;15;5;8;35;14;3852
2017;9;15;5;8;35;16;3860
2017;9;15;5;8;35;18;3856
2017;9;15;5;8;35;22;3851
2017;9;15;5;8;35;24;3851
2017;9;15;5;8;35;26;3849
2017;9;15;5;8;35;28;3760
2017;9;15;5;8;35;32;3626
2017;9;15;5;8;35;34;3634
2017;9;15;5;8;35;36;3627
2017;9;15;5;8;35;38;3628
2017;9;15;5;8;35;42;3629
2017;9;15;5;8;35;44;3632
2017;9;15;5;8;35;46;3636
2017;9;15;5;8;35;48;3635
2017;9;15;5;8;35;52;3635
2017;9;15;5;8;35;54;3634
2017;9;15;5;8;35;56;3633
2017;9;15;5;8;35;58;3632
2017;9;15;5;8;36;2;3625
2017;9;15;5;8;36;4;3628
2017;9;15;5;8;36;6;3624
2017;9;15;5;8;36;8;3627
2017;9;15;5;8;36;12;3626
2017;9;15;5;8;36;14;3624
2017;9;15;5;8;36;16;3639
2017;9;15;5;8;36;18;3622
2017;9;15;5;8;36;22;3623
2017;9;15;5;8;36;24;3622
2017;9;15;5;8;36;26;3626
2017;9;15;5;8;36;28;3629
2017;9;15;5;8;36;32;3624
2017;9;15;5;8;36;34;3630
2017;9;15;5;8;36;36;3623
2017;9;15;5;8;36;38;3624
2017;9;15;5;8;36;42;3617
2017;9;15;5;8;36;44;3619
2017;9;15;5;8;36;46;3622
2017;9;15;5;8;36;48;3619
2017;9;15;5;8;36;52;3630
2017;9;15;5;8;36;54;3630
2017;9;15;5;8;36;56;3628
2017;9;15;5;8;36;58;3631
2017;9;15;5;8;37;2;3629
2017;9;15;5;8;37;4;3631
2017;9;15;5;8;37;6;3629
2017;9;15;5;8;37;8;3622
2017;9;15;5;8;37;12;3622
2017;9;15;5;8;37;14;3624
2017;9;15;5;8;37;16;3628
2017;9;15;5;8;37;18;3625
2017;9;15;5;8;37;22;3625
2017;9;15;5;8;37;24;3624
2017;9;15;5;8;37;26;3628
2017;9;15;5;8;37;28;3627
2017;9;15;5;8;37;32;3619
2017;9;15;5;8;37;34;3626
2017;9;15;5;8;37;36;3624
2017;9;15;5;8;37;38;3624
2017;9;15;5;8;37;42;3621
2017;9;15;5;8;37;44;3623
2017;9;15;5;8;37;46;3620
2017;9;15;5;8;37;48;3621
2017;9;15;5;8;37;52;3624
2017;9;15;5;8;37;54;3621
2017;9;15;5;8;37;56;3623
2017;9;15;5;8;37;58;3627
2017;9;15;5;8;38;2;3630
2017;9;15;5;8;38;4;3630
2017;9;15;5;8;38;6;3631
2017;9;15;5;8;38;8;3632
2017;9;15;5;8;38;12;3632
2017;9;15;5;8;38;14;3629
2017;9;15;5;8;38;16;3635
2017;9;15;5;8;38;18;3636
2017;9;15;5;8;38;22;3637
2017;9;15;5;8;38;24;3632
2017;9;15;5;8;38;26;3630
2017;9;15;5;8;38;28;3627
2017;9;15;5;8;38;32;3621
2017;9;15;5;8;38;34;3625
2017;9;15;5;8;38;36;3628
2017;9;15;5;8;38;38;3630
2017;9;15;5;8;38;42;3629
2017;9;15;5;8;38;44;3637
2017;9;15;5;8;38;46;3631
2017;9;15;5;8;38;48;3631
2017;9;15;5;8;38;52;3634
2017;9;15;5;8;38;54;3632
2017;9;15;5;8;38;56;3630
2017;9;15;5;8;38;58;3634
2017;9;15;5;8;39;2;3634
2017;9;15;5;8;39;4;3634
2017;9;15;5;8;39;6;3631
2017;9;15;5;8;39;8;3629
2017;9;15;5;8;39;12;3633
2017;9;15;5;8;39;14;3632
2017;9;15;5;8;39;16;3635
2017;9;15;5;8;39;18;3631
2017;9;15;5;8;39;22;3639
2017;9;15;5;8;39;24;3635
2017;9;15;5;8;39;26;3633
2017;9;15;5;8;39;28;3641
2017;9;15;5;8;39;32;3635
2017;9;15;5;8;39;34;3643
2017;9;15;5;8;39;36;3634
2017;9;15;5;8;39;38;3648
2017;9;15;5;8;39;42;3636
2017;9;15;5;8;39;44;3636
2017;9;15;5;8;39;46;3643
2017;9;15;5;8;39;48;3641
2017;9;15;5;8;39;52;3635
2017;9;15;5;8;39;54;3637
2017;9;15;5;8;39;56;3638
2017;9;15;5;8;39;58;3645
2017;9;15;5;8;40;2;3640
2017;9;15;5;8;40;4;3640
2017;9;15;5;8;40;6;3637
2017;9;15;5;8;40;8;3636
2017;9;15;5;8;40;12;3635
2017;9;15;5;8;40;14;3636
2017;9;15;5;8;40;16;3637
2017;9;15;5;8;40;18;3636
2017;9;15;5;8;40;22;3644
2017;9;15;5;8;40;24;3646
2017;9;15;5;8;40;26;3644
2017;9;15;5;8;40;28;3647
2017;9;15;5;8;40;32;3644
2017;9;15;5;8;40;34;3645
2017;9;15;5;8;40;36;3643
2017;9;15;5;8;40;38;3644
2017;9;15;5;8;40;42;3639
2017;9;15;5;8;40;44;3637
2017;9;15;5;8;40;46;3638
2017;9;15;5;8;40;48;3634
2017;9;15;5;8;40;52;3638
2017;9;15;5;8;40;54;3645
2017;9;15;5;8;40;56;3642
2017;9;15;5;8;40;58;3649
2017;9;15;5;8;41;2;3652
2017;9;15;5;8;41;4;3653
2017;9;15;5;8;41;6;3646
2017;9;15;5;8;41;8;3638
2017;9;15;5;8;41;12;3639
2017;9;15;5;8;41;14;3637
2017;9;15;5;8;41;16;3642
2017;9;15;5;8;41;18;3641
2017;9;15;5;8;41;22;3640
2017;9;15;5;8;41;24;3637
2017;9;15;5;8;41;26;3636
2017;9;15;5;8;41;28;3639
2017;9;15;5;8;41;32;3635
2017;9;15;5;8;41;34;3640
2017;9;15;5;8;41;36;3641
2017;9;15;5;8;41;38;3642
2017;9;15;5;8;41;42;3647
2017;9;15;5;8;41;44;3645
2017;9;15;5;8;41;46;3640
2017;9;15;5;8;41;48;3642
2017;9;15;5;8;41;52;3635
2017;9;15;5;8;41;54;3637
2017;9;15;5;8;41;56;3636
2017;9;15;5;8;41;58;3641
2017;9;15;5;8;42;2;3643
2017;9;15;5;8;42;4;3661
2017;9;15;5;8;42;6;3637
2017;9;15;5;8;42;8;3639
2017;9;15;5;8;42;12;3637
2017;9;15;5;8;42;14;3638
2017;9;15;5;8;42;16;3639
2017;9;15;5;8;42;18;3636
2017;9;15;5;8;42;22;3640
2017;9;15;5;8;42;24;3637
2017;9;15;5;8;42;26;3637
2017;9;15;5;8;42;28;3639
2017;9;15;5;8;42;32;3645
2017;9;15;5;8;42;34;3644
2017;9;15;5;8;42;36;3638
2017;9;15;5;8;42;38;3635
2017;9;15;5;8;42;42;3635
2017;9;15;5;8;42;44;3636
2017;9;15;5;8;42;46;3637
2017;9;15;5;8;42;48;3636
2017;9;15;5;8;42;52;3637
2017;9;15;5;8;42;54;3638
2017;9;15;5;8;42;56;3639
2017;9;15;5;8;42;58;3644
2017;9;15;5;8;43;2;3645
2017;9;15;5;8;43;4;3638
2017;9;15;5;8;43;6;3641
2017;9;15;5;8;43;8;3634
2017;9;15;5;8;43;12;3627
2017;9;15;5;8;43;14;3639
2017;9;15;5;8;43;16;3643
2017;9;15;5;8;43;18;3639
2017;9;15;5;8;43;22;3643
2017;9;15;5;8;43;24;3641
2017;9;15;5;8;43;26;3642
2017;9;15;5;8;43;28;3647
2017;9;15;5;8;43;32;3644
2017;9;15;5;8;43;34;3644
2017;9;15;5;8;43;36;3640
2017;9;15;5;8;43;38;3641
2017;9;15;5;8;43;42;3641
2017;9;15;5;8;43;44;3637
2017;9;15;5;8;43;46;3640
2017;9;15;5;8;43;48;3647
2017;9;15;5;8;43;52;3642
2017;9;15;5;8;43;54;3641
2017;9;15;5;8;43;56;3641
2017;9;15;5;8;43;58;3645
2017;9;15;5;8;44;2;3641
2017;9;15;5;8;44;4;3648
2017;9;15;5;8;44;6;3648
2017;9;15;5;8;44;8;3649
2017;9;15;5;8;44;12;3647
2017;9;15;5;8;44;14;3650
2017;9;15;5;8;44;16;3652
2017;9;15;5;8;44;18;3643
2017;9;15;5;8;44;22;3649
2017;9;15;5;8;44;24;3650
2017;9;15;5;8;44;26;3648
2017;9;15;5;8;44;28;3651
2017;9;15;5;8;44;32;3737
2017;9;15;5;8;44;34;3740
2017;9;15;5;8;44;36;3744
2017;9;15;5;8;44;38;3764
2017;9;15;5;8;44;42;3782
2017;9;15;5;8;44;44;3800
2017;9;15;5;8;44;46;3842
2017;9;15;5;8;44;48;3901
2017;9;15;5;8;44;52;3922
2017;9;15;5;8;44;54;3898
2017;9;15;5;8;44;56;3905
2017;9;15;5;8;44;58;3931
2017;9;15;5;8;45;2;3933
2017;9;15;5;8;45;4;3933
2017;9;15;5;8;45;6;3938
2017;9;15;5;8;45;8;3951
2017;9;15;5;8;45;12;3949
2017;9;15;5;8;45;14;3951
2017;9;15;5;8;45;16;3955
2017;9;15;5;8;45;18;3953
